Year,Month,Day,Hour,Electronics_Laptops,Electronics_Smartphones,Electronics_Headphones,Clothing_Men_Shirts,Clothing_Women_Dresses,Clothing_Kids_Pants,Home_Appliances_Refrigerators,Home_Appliances_Washers,Home_Decor_Curtains,Home_Decor_Rugs,Beauty_Makeup,Beauty_Skincare,Sports_Outdoor_Gear,Sports_Fitness_Equipment,Toys_Dolls,Online_Traffic,Store_Traffic,Marketing_Spend,Cost,Profit_Margin,Customer_Age_Group,Customer_Region,Holiday_Flag,Toys_Educational,Food_Beverages_Snacks,Food_Beverages_Organic,Automotive_Accessories,Automotive_Replacement_Parts
2021,8,25,15,35.91,157.98,5.6,37.16,12.75,5.38,820.64,21.94,0.17,102.36,1.37,7.33,28.06,47.87,7.44,474.68,230.88,211.14,791.85,15.28,64,North,0,10.05,14.77,2.22,12.77,6.57
2021,8,25,16,74.36,394.56,51.7,11.8,57.42,9.45,749.49,42.38,10.73,36.75,8.88,38.47,5.38,13.03,5.83,414.14,545.33,401.25,866.27,11.84,30,West,0,10.86,2.38,4.45,98.34,70.59
2021,8,25,17,429.93,7.64,54.36,11.97,9.65,2.21,307.15,110.54,3.26,14.58,4.74,43.46,48.84,117.86,29.02,617.25,392.48,490.5,855.81,19.97,21,North,0,21.68,1.76,2.97,2.94,10.68
2021,8,25,18,168,245,5.29,8.11,93.66,4.52,517.65,217.18,9.2,1.88,9.86,11.45,46.41,153.17,1.73,568.32,170.79,221.99,448.53,11.18,41,North,0,15.58,2.89,1.48,0.08,25.55
2021,8,25,19,374.82,39.57,62.09,9.43,9.28,7.11,446.8,301.3,9.2,19.19,3.29,9.52,90.53,3.28,6.18,240.9,104.71,419.37,847.57,16.15,67,South,0,38.97,1.03,7.97,53.55,40.13
2021,8,25,20,538.14,160.39,109.8,1.6,6.78,24.78,599.31,40.94,18.39,14.36,2.23,24.2,66.31,26.13,5.89,396.09,375.23,483.7,459.51,11.55,25,South,0,19.46,0.92,12.78,37.88,151.13
2021,8,25,21,200,212.11,47.17,2.92,6.89,11.56,182.32,451.2,4.82,10.11,5.74,25.18,58.31,134.26,0.1,459.88,405.9,408.99,294.72,16.23,31,West,0,4.19,2.8,2.79,28.25,17.6
2021,8,25,22,538.7,445.94,4.95,1.99,22.86,3.63,133.93,202.45,18.95,104.73,0.52,13,150.64,0.17,0.15,456.84,370.12,321.21,224.56,23.15,56,East,0,4.35,7.2,4.69,9.88,37.02
2021,8,25,23,51.23,46.26,42.1,22.9,31.06,32.74,821.37,339.38,33.47,1.52,8.67,11.23,74.24,26.89,18.87,734.85,331.61,150.35,844.31,5.37,27,East,0,9.55,2.13,3.16,7.22,37.89
2021,8,26,0,1.41,3.45,8.4,2.17,2.92,3.22,230.74,6.32,4.31,6.15,11.61,2.76,93.51,137.57,3.36,418.85,329.32,213.52,766.34,12.7,55,North,1,8.95,1.2,3.22,28.68,3.99
2021,8,26,1,346.3,5.88,33.12,5.68,33.04,15.92,603.66,127.93,25.26,28.91,2.37,34,113.55,199.73,6.11,55.67,286.37,282.64,921.94,10.97,46,South,0,23.55,2.09,2.38,108.8,21.1
2021,8,26,2,165.75,59.35,5.57,31.96,1.53,7.56,769.28,76.58,2.16,51.58,1.42,3.85,116.01,19.29,3.92,616.38,246.22,363.17,577.32,9.92,25,South,0,34.07,1.61,0.58,67.81,59.7
2021,8,26,3,190.9,508.15,0.92,16.41,50.11,15.69,734.28,83.67,8.64,93.91,15.02,47.07,17.62,84.45,4.85,477.09,403.8,274.25,252.6,22.8,19,North,0,2.73,2.06,3.61,10.43,110.05
2021,8,26,4,235.1,71.35,19,2.46,36.17,7.1,181.23,20.22,25.73,28.08,0.54,54.25,108.49,14.11,1.04,484.12,436.79,385.1,348.7,16.12,19,East,0,8.36,2.54,0.9,37.11,38.94
2021,8,26,5,46.04,74.78,57.86,16.59,65.3,8.47,252.15,342.52,26.73,68.79,13.34,2.06,66.89,33.16,4.8,345.69,300.15,465.56,792.96,23.64,64,North,0,11.21,1.47,2.97,23,86.91
2021,8,26,6,43.84,182.08,161.01,2.61,10.63,2.56,267.98,18.68,12.01,53.57,22.98,0.94,68.33,163.26,7.78,485.87,385.52,274.41,516.84,13.53,48,North,0,8.32,0.07,0.08,33.39,49.83
2021,8,26,7,177.62,209.7,9.42,20.89,91.61,8.08,4.2,47.98,22.01,45.05,2.57,2.56,72.97,49.08,28.19,577.92,172,114.78,301.78,18.93,47,East,0,16.24,10.87,2.08,27.64,24.91
2021,8,26,8,269.22,107.46,8.56,19.08,13.1,1.34,154.49,33.18,18.32,25.98,0.85,56.18,61.61,152.09,7.23,347.06,255.46,458.03,349.01,12.59,29,East,0,11.47,2.78,6.94,6.82,117.05
2021,8,26,9,158.76,49.06,68.45,2.07,34.42,7.94,69.85,122.8,11.98,29.37,0.81,45.41,5.81,15.64,12.95,342.45,383.3,101.66,747.05,10.4,29,South,0,12.47,6.99,1.08,48.73,7.65
2021,8,26,10,87.75,27.44,13.75,33.69,6.02,4.27,410.08,57.99,2.65,8.84,5.89,35.17,29.99,2.17,5.74,602.43,373.19,426.95,326.36,18.65,40,South,0,2.97,1.67,0.18,35.93,86.67
2021,8,26,11,1367.72,6.19,16.9,2.67,1.91,14.83,672.96,51.77,8.22,19.37,0.9,1.49,28.49,20.45,3.96,490.72,228.31,355.7,328.04,18.29,67,West,0,5.4,1.64,1.61,6.89,162.45
2021,8,26,12,395.47,172.4,11.74,9,32.71,4.12,38.34,56.08,12.76,1.14,1.7,39.58,20.69,67.68,10.79,578.85,161.95,383.26,476.02,21.07,29,East,0,9.78,1.75,7.04,18.77,34.59
2021,8,26,13,21.75,19.78,76.04,12.79,15.26,0.69,277.05,354.87,21.79,46.58,6.41,30.93,3.12,139.89,3.87,678.25,245.42,461.01,341.37,21.64,46,West,0,23.57,3.54,11.65,25.01,211.47
2021,8,26,14,34.29,323.91,54.91,39.78,12.82,31.35,772.52,216.91,10.39,34.61,0.72,6.38,15.81,180.56,19.39,540.85,332.02,232.82,380.19,21.75,38,North,0,50.66,2.44,2.69,22.94,69.67
2021,8,26,15,59.06,1.07,17.77,19.6,9.9,2.76,181.94,62.68,39.5,82.6,1.8,0.04,19.73,190.81,27.25,561.36,98.39,426.05,269.63,20.48,28,North,0,14.51,0.15,15.16,3.08,110.18
2021,8,26,16,39.07,10.41,96.7,1.58,34.7,13.91,77.37,175.4,32.9,53.06,16.43,84.98,78.24,46.19,9.33,182.17,498.36,380.17,907.53,20.64,46,West,0,2.94,1.95,5.82,24.44,4
2021,8,26,17,3.12,331,74.39,16.98,40.38,11.17,30.55,107.56,15.75,44.23,0.06,46.56,28.15,12.68,1.27,554.19,359.86,126.86,375.02,10.72,20,North,0,1.75,0.39,0.8,23.89,163.49
2021,8,26,18,208.06,888.54,10.33,27.01,27.18,2.5,470.06,108.96,19.89,54.47,20.88,3.48,28.18,133.03,0.37,388.74,104.14,442.53,405.55,19.75,58,West,0,28.22,6.04,13.49,16.27,47.61
2021,8,26,19,97.77,257.81,40.63,16.35,20.91,5.38,133.29,99.71,25.37,11.37,11.89,18.91,33.38,39.89,2.76,388.72,229.13,384.05,684.64,11.01,23,West,0,2.62,1.98,3.49,26.38,11.94
2021,8,26,20,320.87,97.15,23.17,23.3,74.32,5.25,696.79,129.59,32.01,6.63,1.32,8.64,24.89,21.02,4.7,493.51,42.3,194.18,621.47,20.12,57,South,0,11.03,2.68,0.3,32.59,58.74
2021,8,26,21,383.71,92.73,16.29,22.59,59.79,2.59,249.58,75.13,4.49,100.09,4.28,40.87,15.97,211.38,5.55,435.06,226,325.95,547.5,16.68,30,North,1,12.82,0.5,1.13,2.97,146.57
2021,8,26,22,455.34,583.59,14.75,1.42,60.88,9.56,200.92,112.57,12.26,27.65,1.05,1.43,45.53,22.43,6.51,562.7,315.96,300.35,745.12,11.14,51,West,0,6.88,3.75,2.9,14.39,90.93
2021,8,26,23,126.08,212.59,53.79,5.35,7.98,3.85,322.34,135.34,3.78,12.79,6.05,22.98,92.52,3.07,8.23,733.1,230.17,141.58,913.8,12.22,38,South,0,32.84,2.25,0.16,25.17,66.73
2021,8,27,0,351.04,85.27,94.83,1.69,7.08,1.14,383.78,7.62,34.07,12.78,7.07,15.59,2.69,3.3,0.95,365.6,264.68,456.05,559.86,9.9,56,East,0,5.5,1.45,5.33,5.94,27.92
2021,8,27,1,4.08,86.54,85.63,8.06,29.6,9.02,85.37,454.74,14,43.79,1.87,0.89,102.11,11.17,2.84,613.99,524.6,409.28,331.76,19.8,51,East,0,1.19,6.18,8.37,3.86,71.75
2021,8,27,2,403.46,270.2,16.56,25.94,26.81,1.31,547.38,83.44,15.82,18.89,0.58,2.16,40.9,18.37,3.98,296.61,257.76,145.01,423.6,21.33,25,South,0,51.59,4.48,0.93,64.25,32.21
2021,8,27,3,67.27,202.05,64.58,10.35,84.19,9.41,97.99,178.54,2.15,177.78,3.04,9.67,8.74,81.93,9.43,525.44,420.49,440.11,680.81,11.79,57,North,0,21.29,2.37,12.08,62.88,79.79
2021,8,27,4,305.54,19.84,10.02,4.78,5.15,0.66,44.72,130.23,10.43,75.99,33.77,60.18,8.93,11.17,1.95,557.85,187.27,427.62,918.82,5.7,25,North,0,21.59,0.34,5.55,19.11,4.18
2021,8,27,5,39.17,317.44,21.05,3.42,1.31,11.83,61.81,247.3,0.53,45.25,3.69,49.4,3.61,7.39,3.19,461.57,358.82,238.95,983.15,15.46,38,East,0,15.63,2.2,3.72,8.95,33.67
2021,8,27,6,265.04,18.48,129.85,20.55,33.4,0.52,398,71.01,49.84,5.59,1.62,2.95,12.9,7.26,4.37,535.54,462.56,464.14,748.5,7,68,West,0,11.68,2.2,1.14,10.72,33.57
2021,8,27,7,154.75,63.36,104.16,32.53,21.14,26.42,81.63,104.24,10.88,16.5,5.15,11.71,16.82,30.28,10.85,347.74,367.97,327.29,552.81,13.85,45,South,0,14.16,1.06,2.64,120.7,320.03
2021,8,27,8,73.95,9.87,47.48,7,14.7,6.26,678.81,279.75,33.11,61.35,4.52,6.05,10.59,43.11,10.36,335.86,267.02,435.19,427.36,11.39,66,East,0,42.2,0.4,0.1,32.4,105.51
2021,8,27,9,170.66,22.95,70.62,8.65,5.84,5.23,112.55,47.21,22.22,6.6,7.61,27.74,75.5,80.25,3.81,229.48,222.3,247.16,664.33,5.5,68,South,0,19.03,1.48,0.26,29.42,105.91
2021,8,27,10,843.24,400.17,58.66,2.19,49.93,13.65,5.36,187.57,0.7,76.53,12.22,51.93,28.28,301.3,13.98,754.95,379.08,244.63,796.39,8.45,34,East,0,19.24,6.03,2.68,14.75,266.73
2021,8,27,11,436.12,33.24,23.4,1.36,28.46,0.12,198.72,39.42,6.12,54.18,11.68,7.22,145.03,54.48,6,266.69,331.35,372.34,588.87,22.55,62,South,0,12.94,2.77,2.1,14.17,14.22
2021,8,27,12,371.19,371.52,16.98,3.02,3.02,4.74,9.61,59.03,8.42,48.54,3.82,21.35,14.58,46.19,4.46,354.66,189.9,214.58,210.2,8.6,27,South,0,21.1,3.83,10.93,69.4,14.04
2021,8,27,13,229.01,106.38,55.97,1.94,24.27,5.89,845.6,130.86,61.94,32.06,2.01,38.25,74.6,103.49,1.14,287.52,447.06,112.1,632.95,24.59,42,South,0,2.63,2.38,6.31,109.69,16.67
2021,8,27,14,349.22,2.11,71.19,6.65,15.55,15,664.71,72.13,4.84,34.6,0.74,5.68,67.93,38.79,0.78,442.37,191.17,351.93,639.9,10.89,41,South,0,2.8,1.17,10.56,2.59,11.32
2021,8,27,15,643.63,251.53,144.94,9.19,43.3,23.09,114.19,62.37,8.69,18.91,13.09,6.53,286.95,127.51,0.61,424.64,232.86,294.81,716.81,10.01,56,East,0,30.62,2.05,1.47,76.77,30.11
2021,8,27,16,114.69,83.47,53.02,16.79,19.48,7.38,551.1,32.83,29.83,46.58,5.32,3.93,3.63,101.9,6.87,462.91,317.88,282.65,348.32,7.27,61,East,1,15.92,4.66,4.44,14.99,134
2021,8,27,17,115.63,241.61,5.36,30.31,1.89,23.28,1057.41,234.78,9.45,23.93,1.33,63.74,125.78,59.59,0.46,634.63,199.63,281.34,477.25,20.59,55,North,0,22.59,3.06,4.22,5.69,8.68
2021,8,27,18,371.82,341.37,14.72,15.55,7.87,8.92,487.39,54.42,0.86,22.73,6.79,17.86,57.29,81.19,6.54,284.56,396,243.77,465.79,22.68,44,West,0,8.83,4.36,2.03,15.85,47.4
2021,8,27,19,93.53,23.24,15.45,10.34,5.16,4.16,1.26,41.84,16.99,19.51,2.07,2.5,59.76,75.86,9.95,543.91,281.93,186.63,482.24,8.04,50,East,0,16.51,2,0.89,5.56,71.09
2021,8,27,20,884.89,151.98,7.11,9.09,0.18,3.55,286.72,86.52,8.22,4.82,1.82,9.57,13,120.27,6.13,587.52,268.99,321.11,788.65,23.14,40,North,0,32.19,1.51,5.9,2.19,45.54
2021,8,27,21,98.88,155.51,19.1,29.12,16.32,7.67,117.54,242.5,1.98,2.38,6.7,7.24,20.55,73.81,35.39,182.72,412.69,209.94,855.47,16.57,46,South,0,4.37,0.49,8.46,35.59,147.98
2021,8,27,22,198.44,288.44,50.03,10.15,13.19,0.84,447.91,119.66,1.48,4.21,13.39,33.05,128.64,12.72,7.52,472.8,198.44,230.05,240.27,19.12,20,East,0,0.26,0.16,0.46,0.92,44.56
2021,8,27,23,289.15,114.55,25.04,6.06,24.13,13.34,172.47,14.17,9.29,7.09,3.34,21.58,5.71,170.78,5.14,516.71,457.69,414.42,579.74,13.74,18,South,0,14.87,0.89,3.42,47.23,71.99
2021,8,28,0,71.43,364.32,43.32,2.58,11.22,10.89,660.92,6.77,7.61,14.65,4.06,3.5,69.31,72.17,18.98,410.59,308.05,283.53,974.37,6.44,45,South,0,50.83,1.15,0.75,68.86,4.88
2021,8,28,1,155.69,224.73,45.88,1.84,14.7,2.07,699.88,158.14,0.5,115.71,3.08,9.17,84.48,174.61,22.69,338.29,347.23,285.58,799.91,16.93,35,North,0,19.68,0.45,3.47,18.62,33.43
2021,8,28,2,445.57,118.12,49.81,1.38,26.28,8.69,318.52,334.51,4.69,39.15,16.21,41.05,146.47,53.24,0.46,545.24,311.65,395.06,882.69,19.36,69,East,0,22.52,5.15,6,44.5,2.79
2021,8,28,3,318.07,292.4,29.75,42.44,23.75,24.77,29.96,30.64,37.5,1.37,0.6,31.94,1.57,76.79,7.78,586.46,353.56,300.73,252.18,6.21,49,East,0,7.35,3.34,7,3.01,158.19
2021,8,28,4,85.36,257.12,20.45,5.3,44.3,21.56,182.91,140.08,30.77,103.76,1.71,45.29,174.09,28.72,3.17,648.27,247.5,222.39,550.14,14.59,35,North,0,35.51,5.62,1.83,7.01,27.55
2021,8,28,5,854.16,75.61,57.21,13.84,1.71,4.22,329.83,177.46,30.45,31.14,3.02,68.24,32.08,206.71,11.37,374.71,196.67,343.59,782.4,13.21,37,South,0,11.64,0.83,3.66,78.35,33.69
2021,8,28,6,487.84,169.77,17.28,9.48,5.97,11.85,81.13,277.09,8.88,17.67,0.28,8.13,146.16,5.57,8.91,535.53,133.5,186.35,839.11,20.04,57,East,0,7.83,0.95,1.48,19.24,111.69
2021,8,28,7,156.22,141.97,51.36,5.52,24.99,2.43,135.97,49.87,35.86,30.85,10.15,2.77,25.36,88.96,11.17,693.7,427.36,167.23,771.68,6.96,21,South,0,24.85,1.27,0.03,87.58,24.81
2021,8,28,8,342,138.97,23.36,1.79,57.29,0.1,298.07,66.08,16.15,15,3.93,12.02,3.52,53.75,8.4,653.23,393.71,450.4,489.11,6.85,27,North,0,19.58,0.1,4.74,44.29,72.65
2021,8,28,9,313.78,98.02,77.72,13.32,2.11,6.99,14.72,314.03,25.43,72.04,1.22,5.97,188.77,31.92,4.1,171.42,207.28,337.5,737.52,23.35,65,East,0,9.96,3.69,11.98,23.8,109.84
2021,8,28,10,175.99,68.08,32.48,0.33,0.33,3.41,274.8,113.75,3.51,94.88,1.89,62.26,5.44,196.57,19.59,496.63,376.31,387.22,518.91,22.71,41,East,0,6.06,0.83,0.67,69.31,68.27
2021,8,28,11,164.57,16.22,93.05,10.12,88.49,12.14,876.78,25.4,49.3,7.54,12.96,6,74.98,86.98,0.63,714.94,338.67,119.73,380.46,12.91,24,South,0,13.68,1.86,1.98,10.25,12.14
2021,8,28,12,49.73,47.11,48.21,18.44,25.46,12.53,41.11,101.26,29.69,3.2,2.3,8.97,12.29,8.69,6.27,418.39,283.16,376.05,866.7,21,54,North,0,8.87,1,2.07,86.96,103.26
2021,8,28,13,105.67,269.74,44.63,9.16,0.56,6.5,545.09,80.67,2.57,88.32,0.58,9.36,8.78,41.86,8.25,714.91,403.22,288.36,228.16,5.74,20,West,0,11.5,4.87,7.56,15.24,84.74
2021,8,28,14,16.6,516.19,35.45,10.6,14.68,22.97,1142.29,119.38,25.16,48.51,10.51,15.02,45.86,12.47,3.12,579.91,123.4,223.95,749.17,12.12,48,West,0,22.47,0.07,3.21,34.68,108.18
2021,8,28,15,656.82,125.22,32.91,15.94,22.49,11.14,583.01,102.05,29.64,41.47,1.29,80,98.34,345.13,7.01,276.4,199.31,285.9,847.9,8.41,61,North,1,9.19,0.33,1.02,22.07,24.93
2021,8,28,16,33.19,325.09,61.1,0.79,5,10.96,72.92,164.45,26.12,63.59,3.01,0,87.03,109.45,5.69,662.51,426.95,390.45,934.66,5.41,43,South,0,19.65,0.43,4.38,11.92,60.61
2021,8,28,17,731,482.95,24.78,17.9,13.45,2.79,41.27,43.77,13.88,2.13,8.56,5.1,106.57,11.48,2.54,397.79,415.01,367.26,662.97,24.69,64,North,0,15.83,0.98,7.27,61.56,15.49
2021,8,28,18,238.69,66.08,26.37,50.04,8.63,17.03,605.06,81.31,5.32,127.17,6.9,8.66,40.72,38.28,1.28,331.2,235.27,496.91,424.77,9.78,21,North,0,4.28,1.84,0.3,32.74,34.11
2021,8,28,19,332.17,595.48,41.49,14.52,49.87,1.25,420.75,362.26,9.17,22.94,10.65,18.98,119.33,70.87,5.99,544.07,472.89,387.29,975.07,17.99,42,South,0,1.46,4.53,1.35,66,116.94
2021,8,28,20,561.49,514.4,33.88,2.52,42.61,1.65,148.86,138.94,10.74,24.41,11.94,1.49,0.31,15.24,4.82,550.55,465.75,307.92,562.55,23.74,49,East,0,27.11,9.33,6.63,40.19,221.56
2021,8,28,21,173.05,408.53,116.18,2.76,2.02,3.37,512.31,118.98,0.02,41.36,11.63,0.56,136.03,50.48,12.45,632.96,538.72,115.36,684.37,16.28,69,North,0,28.01,1.07,0.01,28.8,21.41
2021,8,28,22,685.2,18.32,27.92,0.95,54.76,6.8,754.18,133.51,12.84,0.93,1.13,24.99,6.96,79.75,1.49,589.88,217.13,476.53,372.89,16.54,51,East,0,1.3,4.03,2.17,71.99,17.24
2021,8,28,23,353.25,26.42,10.38,33.51,58.46,0.59,219.86,138.04,8.24,17.39,5.69,6.82,21.53,54.24,12.86,348.15,253.49,330.67,793.13,10.08,50,North,0,18.74,9.75,4.59,36.63,28.18
2021,8,29,0,504.59,190.95,6.74,4.34,31.25,12.28,660.68,152.46,5,65.63,21.53,21.39,11.29,198.3,10.39,481.69,399.93,351.37,835.03,23.2,64,East,0,15.23,0.33,18.37,25.63,40.72
2021,8,29,1,135.88,180.47,73.19,3.86,12.42,1.2,240.39,16.38,1.85,66.41,0.76,7.72,53.47,1.4,16.52,688.77,428.54,104.02,812.07,13.47,34,East,0,3.44,14.24,26.97,30.4,90.45
2021,8,29,2,18.6,621.39,160.62,6.25,21.67,0.02,330.34,152.57,16.58,55.05,5.93,24.63,119.71,49.13,5.18,663.42,210.25,498.05,640.25,22,22,South,0,10.03,2.75,1.92,6.08,250.68
2021,8,29,3,153.21,299.56,5.35,21.29,1.63,4.89,45.76,93.37,0.28,58.98,9.36,3.6,26.45,30.61,25.78,538.18,386.48,212.37,352.31,14.21,46,South,0,14.16,1.47,3.6,64.5,72.02
2021,8,29,4,58.65,77.08,41.1,10.69,47.84,8.24,824.28,118.48,3.7,12.5,22.13,5.79,33.79,160.93,1.06,690.9,492.14,376.56,891.45,12.41,67,South,0,8.3,2.65,5.43,9.83,36.07
2021,8,29,5,449.44,150.32,6.65,7.68,2.51,9.49,1067.88,250.4,4.57,15.85,1.57,6.41,71.39,438.7,1.14,560.8,120.41,423.18,846.52,21.05,18,East,1,5.39,3.83,1.88,53.57,54.54
2021,8,29,6,397.13,15.83,18.41,6.31,73.65,1.44,123.36,36.67,11.23,4.44,21.62,4.01,29.61,152.18,4.25,283.95,187.49,197.04,261.7,18.28,36,West,0,17.09,8.5,15.37,161.4,61.63
2021,8,29,7,214.46,505.76,42.37,17.71,48.38,10.45,580.48,39.6,14.34,23.72,2.36,12.9,58.15,64,6.44,652.45,461.96,307.72,364.92,21.26,36,South,0,13.46,1.79,1.64,5.98,90.27
2021,8,29,8,689.87,243.52,45.21,31.55,14.76,2.83,1003.12,211.8,24.77,45.89,4.9,103.73,11.12,77.12,8.41,618.14,127.28,218.19,994.89,7.89,41,West,0,13.05,0.37,8.1,2.21,60
2021,8,29,9,1005.98,202.45,8.49,11.19,25.47,10.13,32.6,35.7,10.74,54.05,4.11,10.87,72.18,14.79,39.32,441.3,345.16,447.89,885.47,6.36,46,East,0,32.38,0.27,0.42,26.18,21.75
2021,8,29,10,402.65,32.68,24.06,19.7,25.78,4.31,699.12,121.64,2.68,10.5,13.57,8.21,190.3,1.75,2.05,412.66,246.52,472.97,791.43,12.3,24,West,0,13.04,1.14,1.15,15.72,12.31
2021,8,29,11,58.18,312.28,35.54,2.05,41.34,0.82,471.9,193.12,11.03,24.97,22.82,1.65,47.27,42.65,3.64,879.27,446.2,257.54,796.99,24.68,56,North,0,22.9,1.85,1.08,63.12,48
2021,8,29,12,293.06,199.22,4.63,17.28,29.68,1.69,131.72,2.09,6.16,40.22,1.57,33.85,42.35,111.43,1.41,590.64,385.88,251.31,413.78,21.7,46,West,0,10,7.76,16.59,37.78,15.07
2021,8,29,13,288.69,271.18,74.45,3.14,95.43,4.39,292.18,238.48,67.52,11.97,12.57,29.28,144.05,19.04,3.74,337.38,278.78,260.3,883.47,8.95,38,South,0,13.88,1.34,5.61,4.89,99.44
2021,8,29,14,419.68,141.68,64.58,10.73,24.44,0.47,296.13,285.27,8.06,89.24,25.49,15.7,80.2,100.27,21.77,396.34,261.87,197.55,282.65,13.13,64,West,0,8.73,0.65,2.22,9.78,111.83
2021,8,29,15,141.96,321.13,1.66,4.81,23.05,17.52,706.22,14.03,25.37,37.7,2.02,47.51,52.82,69.78,8.73,348.15,473.92,383.4,421.26,13.54,28,West,0,24.43,2.29,6.84,50.87,127.78
2021,8,29,16,363.34,116.46,6.96,22.65,3.61,2.91,286.07,11.49,7.68,49.18,5.49,8.56,105.19,43.21,5.82,559.42,186.39,428.89,322.92,16.86,19,North,0,2.11,1.78,0.14,59.55,41.12
2021,8,29,17,49.7,259.34,27.03,19.76,23.78,5.95,306.21,100.28,2.26,20.36,30.63,12.83,73.21,153.76,13.21,387.77,279.53,287.79,670.42,10.3,47,North,0,7.31,1.97,0.13,21.54,113.37
2021,8,29,18,321.93,151.66,60.31,3.62,69.72,1.41,20.44,425.48,9.8,6.24,6.95,16.48,38.99,268.88,14.55,635.45,287.59,411.55,549.14,24.78,36,North,0,11.11,0.66,2.5,13.78,139.96
2021,8,29,19,1046.47,66.53,55.38,0.17,40.1,2.06,444.21,27.04,28.71,26.75,13.65,4.01,29.65,33.16,9.21,625.99,435.85,401.18,902.32,8.89,65,North,0,20,5.57,5.98,37.62,55.1
2021,8,29,20,550.85,5.85,9.25,10.19,4.85,1.9,527.65,46.6,47.05,31.27,2.95,10.88,23.9,30.66,3.76,413.91,226.32,462.9,897.84,22.09,48,North,0,20.01,1.63,18.64,7.56,52.63
2021,8,29,21,115.62,21.72,67.09,16.97,67.28,13.19,448.05,134.6,0.31,5.4,0.81,53.91,3.33,237.7,10.92,524.99,482.94,256.89,264.45,14.19,22,East,0,7.27,5.94,1.03,51.22,93.73
2021,8,29,22,18.02,429.48,9.88,0.93,8.68,2.69,82.44,199.07,0.2,4.98,10.78,53.13,25.48,39.57,1.35,433.8,254.18,218.72,423.37,14.81,22,West,0,28.84,2.62,3.47,16.67,2.52
2021,8,29,23,261.17,439.28,70.47,0.09,17.31,2.28,424.33,2.11,30.29,40.92,8.77,78.52,103.34,5.71,11.6,754.22,274.73,231,366,22.77,44,East,0,4.76,0.67,13.06,14.14,42.86
2021,8,30,0,266.02,160.38,17.96,17.97,31.59,4.73,98.12,339.99,26.4,4.16,10.72,31.32,136.16,173.77,15.28,288.94,179.49,154.08,442.81,12.32,49,South,0,22.56,3.63,16.83,3.79,37.34
2021,8,30,1,397.14,75.56,25.88,9.14,3.43,7.06,449.42,262.34,15.33,40.25,11.45,14.26,171.01,19.26,12.42,530.73,45.48,181.77,239.5,22.16,51,South,0,26.72,2.16,3.1,118.12,76.62
2021,8,30,2,383.84,197.33,10.23,41.1,5.79,1.67,83.36,126.44,11.67,15.04,25.53,1.43,9.91,115.74,1.59,684.9,199.39,291.38,238.95,15.33,53,East,0,9.69,1.7,9.94,9.01,161.71
2021,8,30,3,66.84,185.99,28.75,29.52,21.07,4.51,822.94,119.83,16.05,34.5,12.73,4.94,29.86,348.71,5.4,468.3,262.96,467.76,438.79,17.26,23,East,0,2.98,4.45,8.33,5.52,2.87
2021,8,30,4,144.02,363.24,34.49,7.75,4.68,12.61,391.93,94.89,6.94,21.67,5.49,44.15,45.5,41.53,6.72,292.1,34.47,493.66,284.47,22.7,42,West,0,21.15,0.73,5.87,5.75,159.32
2021,8,30,5,179.05,321.37,73.49,12.48,44.59,14.29,454.57,194.61,6.95,38.41,0.32,16.77,10.16,34.85,9.59,394.74,410.15,319.34,976.28,20.08,20,North,0,33.61,2.51,2,0.35,41.54
2021,8,30,6,295.56,530.9,45.17,10.38,40.87,11.92,164.87,11.59,25.24,57.87,17.57,15.12,52.03,123.47,8.62,607.88,378.88,351.7,746.28,17.93,27,South,1,17.14,5,11.52,31.12,7.36
2021,8,30,7,267.21,141.74,269.09,5.66,28.36,12.29,450.54,26.79,11.05,23.83,2.84,16.36,29.22,60.07,23.55,317.07,393.69,192.33,906.13,11.95,38,South,0,8.19,1.78,2.26,129.65,47.19
2021,8,30,8,384.68,392.82,145.41,0.5,9.15,3.85,211.13,21.41,0.11,11.86,1.15,0.87,50.74,1.17,6.99,296.53,278.56,226.19,540.17,12.01,64,North,0,3.87,0.02,3.6,13.44,26.94
2021,8,30,9,131.82,122.3,57.67,29.93,19.95,0.32,428.41,162.2,6.65,0.85,4.8,15.71,16.17,49.13,16.87,425.47,94.1,303.05,499.51,7.32,41,West,1,0.85,0.13,1.27,33.04,138.16
2021,8,30,10,101.56,180.53,4.36,27.35,38.31,8.63,154.42,713.31,10.26,12.41,4.68,51.63,34.75,199.93,4.57,547.64,164.62,308.17,639.98,11.98,50,West,0,4.24,0.66,4.47,19.03,28.32
2021,8,30,11,516.34,177.77,2.11,28.06,60.13,14.18,1459.11,147.24,1.25,51.14,3.83,23.38,66.86,84.65,5.57,774.17,298.07,478.01,597.14,10.06,66,North,0,4.51,1.96,7.74,27.34,77.79
2021,8,30,12,89.45,282.08,67.56,7.64,13.17,14.98,494.9,225.76,2.5,78.5,0.47,5.68,218.57,432.64,14.03,698.12,400.34,352.35,916.22,23.62,65,West,0,26.2,1.75,2.08,9.56,71.33
2021,8,30,13,610.61,28.43,30.88,15.69,31.43,16.31,567.27,150.89,1.2,11.11,4.94,11.66,61.61,37.43,6.69,527.38,577.06,445.23,537.4,9.23,18,South,0,0.03,5.63,4.4,7.94,90.46
