OBJECTID,PARKING_SPACE_ID,POST_ID,MS_PAY_STATION_ID,MS_SPACE_NUM,SENSOR_FLAG,ON_OFFSTREET_TYPE,OSP_ID,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,SMART_METER_FLAG,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,PCO_BEAT,OLD_RATE_AREA,STREET_ID,STREET_NAME,STREET_NUM,PARITY_DIGIT_POSITION,STREET_SEG_CTRLN_ID,ORIENTATION,LONGITUDE,LATITUDE,LEGISLATION_REF,LEGISLATION_DT,WORK_ORDER,COMMENTS,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,NFC_KEY,SPT_CODE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts
168489,-,472-00810,-,0,,ON,,SFMTA,3,472005,T,U9,,SS,IPS,M5,Grey,,,472,HYDE ST,81,,7114000,,-122.4155122002,37.7812999011,,,,,413,413-1,J-4,,,Hyde St: Unit - 1000,Hyde Unit-2100,POINT (-122.4155122 37.781299901),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,21,21,5,10
173191,-,440-21140,-,0,,ON,,SFMTA,18,440212,M,-,,SS,MacKay,mkBeacon,Grey,,,440,GEARY BLVD,2114,,6043201,,-122.43836469920001,37.7837726016,,,,,126,126-1,C-1,,,Geary St: 2400 - 4800,"Geary2300,2200,OFL2200,STJ",POINT (-122.438364699 37.783772602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Japantown,5,15,103,103,4,11
168595,-,491-09280,491-09004,28,,ON,,SFMTA,44,491092,M,-,,MS,MacKay,Tango,Grey,,,491,INDIANA ST,928,,7195000,,-122.3913069958,37.7582587013,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.391306996 37.758258701),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,55,55,2,9
164202,-,372-04410,-,0,,ON,,SFMTA,2,372041,M,-,,SS,IPS,M5,Grey,,,372,CHINA BASIN ST,441,,15024000,,-122.38931190939999,37.7719551894,,,,,432,432-53,P-1,,,4th St: 1200-1700 China Basin,China Basin,POINT (-122.389311909 37.771955189),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
173868,-,440-09290,-,0,,ON,,SFMTA,15,440091,M,-,,SS,IPS,M5,Grey,,,440,GEARY ST,929,,6117000,,-122.4192142018,37.7858963021,,,,,113,113-1,E-3,,,Post - Geary - O Farrell,Post-Geary-Ofarrell,POINT (-122.419214202 37.785896302),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,4,10
170440,-,470-01080,-,0,,ON,,SFMTA,1,470012,T,UC,,SS,IPS,M5,Grey,,,470,HOWARD ST,108,,7029000,,-122.3929333146,37.7910894041,,,,,DPT MOS,DPT MOS,M-1,,,,,POINT (-122.392933315 37.791089404),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,1,10
164132,-,553-03230,553-03001,23,,ON,,SFMTA,5,553031,M,-,,MS,MacKay,Elite,Grey,,,553,LINDEN ST,323,,8393001,,-122.4238082003,37.7762819125,,,,,M-435,M435-2,J-5,,,Hayes Valley,Hayes Valley,POINT (-122.4238082 37.776281912),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Hayes Valley,5,9,22,22,4,11
163540,-,418-06660,-,0,,ON,,SFMTA,2,418064,T,U9,,SS,IPS,M5,Grey,,,418,FOLSOM ST,666,,5661000,,-122.3985441016,37.7842027948,,,,,DPT MOS,DPT MOS,M-2,,,,,POINT (-122.398544102 37.784202795),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,32,32,1,10
173120,-,469-15600,-,0,,ON,,SFMTA,37,469152,M,-,,SS,IPS,M5,Green,,,469,HOLLOWAY AVE,1560,,6997201,,-122.4766777025,37.7208849982,,,,,319,319-3,O-1,,,Ocean ave: 2300-2600 Holloway,Halloway,POINT (-122.476677702 37.720884998),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Lakeshore,7,16,42,42,10,8
164645,-,423-03190,-,0,,ON,,SFMTA,3,423031,M,-,,SS,IPS,M5,Grey,,,423,FULTON ST,319,,5882000,,-122.4223003096,37.7788137952,,,,,411,411-1,J-5,,,Gough St: Unit - 500,Gough Unit-400,POINT (-122.42230031 37.778813795),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Hayes Valley,5,9,21,21,4,11
172633,-,218-34210,-,0,,ON,,SFMTA,4,218341,M,-,,SS,IPS,M5,Grey,,,218,18TH ST,3421,,879000,,-122.42028200040001,37.761725,,,,,334,334-2,R-3,,,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.420282 37.761725),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
169153,-,581-24430,-,0,,ON,,SFMTA,25,581241,T,UY,,SS,IPS,M5,Grey,,,581,NORIEGA ST,2443,,9665000,,-122.49021300090001,37.7535406024,,,,,332,332-1,A-2,,,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.490213001 37.753540602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Sunset/Parkside,4,35,39,39,10,7
173891,-,469-15520,-,0,,ON,,SFMTA,37,469152,M,-,,SS,IPS,M5,Green,,,469,HOLLOWAY AVE,1552,,6997201,,-122.4763898009,37.7208752975,,,,,319,319-3,O-1,,,Ocean ave: 2300-2600 Holloway,Halloway,POINT (-122.476389801 37.720875297),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Lakeshore,7,16,42,42,10,8
169511,-,352-13140,-,0,,ON,,SFMTA,28,352132,M,UV,,SS,IPS,M5,Grey,,,352,CASTRO ST,1314,,3801000,,-122.4341420976,37.7508616009,,,,,304,304-61,O-3,,,24th St (Inner):  3700 - 4100,24th St/Castro/Noe,POINT (-122.434142098 37.750861601),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Noe Valley,8,22,84,84,3,5
163110,-,373-03380,-,0,,ON,,SFMTA,2,373032,M,-,,SS,IPS,M5,Grey,,,373,CHANNEL ST,338,,19994000,,-122.3948094199,37.7719250074,,,,,432,432-53,P-1,,,4th St: 1200-1700 China Basin,China Basin,POINT (-122.39480942 37.771925007),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
169900,-,415-30010,-,0,,ON,,SFMTA,8,415301,M,UV,,SS,MacKay,mkBeacon,Green,,,415,FILLMORE ST,3001,,5562000,,-122.43560639930001,37.797277999,,,,,215,215-3,F-2,,,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.435606399 37.797277999),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,15,15,4,6
163301,-,363-12290,-,0,,ON,,SFMTA,6,363121,T,UB,,SS,IPS,M5,Grey,,,363,COLUMBUS AVE,1229,,4306000,,-122.418118964,37.805686093800006,,,,,DPT MOS,DPT MOS,F-1,,,,,POINT (-122.418118964 37.805686094),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Russian Hill,3,32,99,99,6,6
169671,-,490-14220,-,0,,ON,,SFMTA,24,490142,M,UV,,SS,MacKay,mkBeacon,Grey,,,490,IRVING ST,1422,,7292000,,-122.4733604023,37.7638069027,,,,,121,121-4,A-5,,,Outer Irving St: 600 - 1000,Irving,POINT (-122.473360402 37.763806903),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Sunset,7,14,109,109,10,11
162684,-,336-07060,-,0,,ON,,SFMTA,13,336072,M,UV,,SS,IPS,M5,Grey,,,336,BUSH ST,706,,3437000,,-122.40910910230001,37.7901836009,,,,,209,209-2,I-4,,,Bush St: 100 - 900 Sutter St,Bush: 400 - 900,POINT (-122.409109102 37.790183601),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Nob Hill,3,21,16,16,6,3
168633,-,491-09002,491-09002,0,,ON,,SFMTA,44,491092,P,-,,MS,MacKay,Tango,Grey,,,491,INDIANA ST,900,,7195000,,-122.3913682802,37.7589116581,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.39136828 37.758911658),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,55,55,2,9
165765,-,411-00130,411-00001,13,,ON,,SFMTA,3,411001,M,-,,MS,MacKay,Tango,Black,,,411,FELL ST,13,,5439000,,-122.41805429099999,37.7764852249,,,,,M-411,M411-3,J-4,,,Gough St: Oak St: Fell St,Fell St. Unit - 300,POINT (-122.418054291 37.776485225),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,6,36,21,21,4,10
170484,-,645-04060,-,0,,ON,,SFMTA,42,645042,M,-,,SS,MacKay,mkBeacon,Yellow,,,645,RHODE ISLAND ST,406,,10996000,,-122.4026312026,37.7645795014,,,,,418,418-2,S-1,,,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.402631203 37.764579501),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,54,54,1,9
164179,-,209-05140,-,0,,ON,,SFMTA,42,209052,M,-,,SS,MacKay,mkBeacon,Grey,,,209,09TH ST,514,,459000,,-122.4082029961,37.7709192359,,,,,418,418-2,S-1,,,Brannan St: 700 - 900 9th St,9th-11th Brannan Bryant Harrison,POINT (-122.408202996 37.770919236),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,33,33,1,10
165817,-,684-06700,-,0,,ON,,SFMTA,42,684062,M,-,,SS,MacKay,mkBeacon,Black,,,684,TOWNSEND ST,670,,12666000,,-122.4034183991,37.7704903976,,,,,418,418-3,S-1,,,Brannan St: 700 - 900 9th St,Townsend/Alameda,POINT (-122.403418399 37.770490398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,33,33,1,10
172257,-,220-35440,-,0,,ON,,SFMTA,4,220352,M,-,,SS,IPS,M5,Grey,,,220,20TH ST,3544,,1058000,,-122.4208587987,37.7585702843,,,,,DPT MOS,DPT MOS,R-3,,,,,POINT (-122.420858799 37.758570284),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
165737,-,204-11190,-,0,,ON,,SFMTA,2,204111,T,UB,,SS,IPS,M5,Grey,,,204,04TH ST,1119,,19981000,,-122.3913257697,37.773741730100006,,,,,DPT MOS,DPT MOS,P-1,,,,,POINT (-122.39132577 37.77374173),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
169040,-,422-01270,-,0,,ON,,SFMTA,1,422011,T,UB,,SS,IPS,M5,Yellow,,,422,FRONT ST,127,,5868000,,-122.3988268987,37.7931759012,,,,,214,214-1,I-1,,,Front St: Unit - 300,Front: Unit - 300,POINT (-122.398826899 37.793175901),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
173668,-,568-17070,-,0,,ON,,SFMTA,14,568171,M,-,,SS,IPS,M5,Grey,,,568,MISSION ST,1707,,9112101,,-122.4198658168,37.7697607071,,,,,DPT MOS,DPT MOS,R-2,,,,,POINT (-122.419865817 37.769760707),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
166961,-,218-41220,-,0,,ON,,SFMTA,16,218412,T,UY,,SS,IPS,M5,Grey,,,218,18TH ST,4122,,892000,,-122.4358101019,37.760897197599995,,,,,305,305-3,R-1,,,Market St: 1600-2300 Castro St,18th St / Diamond,POINT (-122.435810102 37.760897198),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Castro/Upper Market,8,5,38,38,3,5
169498,-,444-13100,-,0,,ON,,SFMTA,12,444132,T,UY,,SS,IPS,M5,Grey,,,444,GRANT AVE,1310,,6403000,,-122.4072231014,37.7991121997,,,,,204,204-4,G-4,,,Grant Ave: Unit -1500,Grant: 1200 - 1500,POINT (-122.407223101 37.7991122),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,North Beach,3,23,106,106,6,3
172333,-,220-06100,220-06002,10,,ON,,SFMTA,44,220062,T,U5,,MS,MacKay,Tango,Grey,,,220,20TH ST,610,,1026000,,-122.3878817832,37.7605894165,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.387881783 37.760589416),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,55,55,2,9
166538,-,354-20150,-,0,,ON,,SFMTA,7,354201,T,UY,,SS,MacKay,mkBeacon,Grey,,,354,CHESTNUT ST,2015,,3977000,,-122.43673910170001,37.800690400300006,,,,,DPT MOS,DPT MOS,F-2,,,,,POINT (-122.436739102 37.8006904),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Marina,2,13,17,17,4,6
164760,-,651-00310,651-00003,31,,ON,,SFMTA,1,651001,M,-,,MS,MacKay,Tango,Black,,,651,SANSOME ST,31,,11542000,,-122.4007572178,37.7908446023,,,,,M-205,M205-2,I-2,,,Battery St: Sansome St: Hallec,"Sansome St: Unit, 500 Halleck St",POINT (-122.400757218 37.790844602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
168719,-,491-11001,491-11001,0,,ON,,SFMTA,44,491111,P,-,,MS,MacKay,Tango,Grey,,,491,INDIANA ST,1109,,7197000,,-122.3909547658,37.7559705955,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.390954766 37.755970595),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,55,55,2,9
167999,-,328-03610,-,0,,ON,,SFMTA,2,328031,U,UB,,SS,IPS,M5,Grey,,,328,BEALE ST,361,,2866000,,-122.3919449986,37.7881816001,,,,,,,M-1,,,,,POINT (-122.391944999 37.7881816),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,30,30,1,10
168635,-,491-10002,491-10002,0,,ON,,SFMTA,44,491102,P,-,,MS,MacKay,Tango,Grey,,,491,INDIANA ST,1000,,7196000,,-122.391251892,37.7576715874,,,,,M-434,M434-1,W-1,,,Dogpatch,Dogpatch,POINT (-122.391251892 37.757671587),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Potrero Hill,10,26,55,55,2,9
163983,-,216-29040,-,0,,ON,,SFMTA,4,216292,M,-,,SS,IPS,M5,Grey,,,216,16TH ST,2904,,723000,,-122.4177500313,37.765236088399995,,,,,DPT MOS,DPT MOS,R-2,,,,,POINT (-122.417750031 37.765236088),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
165649,-,847-01090,-,0,,ON,,PORT,6,847011,T,U9,,SS,IPS,M5,Grey,,,847,JEFFERSON ST,109,,7456000,,-122.4145328977,37.808318401600005,,,,,DPT MOS,DPT MOS,Port 1,,,,,POINT (-122.414532898 37.808318402),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,North Beach,3,23,99,99,6,3
166551,-,446-02130,-,0,,ON,,SFMTA,3,446021,U,U6,,-,-,-,Blue,,,446,GROVE ST,213,,6555000,,-122.4204325003,37.778095499500004,,,,,,,J-5,,,,,POINT (-122.4204325 37.7780955),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Hayes Valley,5,9,21,21,4,11
169666,-,220-34470,-,0,,ON,,SFMTA,4,220341,M,UV,,SS,IPS,M5,Grey,,,220,20TH ST,3447,,1055000,,-122.4187464022,37.7586041995,,,,,334,334-1,R-3,,,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.418746402 37.7586042),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
170070,-,208-03510,-,0,,ON,,SFMTA,2,208031,M,-,,SS,MacKay,mkBeacon,Black,,,208,08TH ST,351,,414000,,-122.4086935529,37.773967198700007,,,,,407,407-1,N-2,,,4th St: Unit 400 5th St:,4th St,POINT (-122.408693553 37.773967199),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
163738,-,328-02350,-,0,,ON,,SFMTA,1,328021,U,U9,,SS,IPS,M5,Grey,,,328,BEALE ST,235,,2865000,,-122.3931650014,37.7891593994,,,,,,,M-1,,,,,POINT (-122.393165001 37.789159399),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,1,10
169407,-,364-07270,-,0,,ON,,SFMTA,1,364071,M,UV,,SS,IPS,M5,Grey,,,364,COMMERCIAL ST,727,,4315000,,-122.4056392011,37.7938647986,,,,,208,208-2,I-4,,,Sacramento St: 100 - 800,Sacramento: 700 - 800,POINT (-122.405639201 37.793864799),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Chinatown,3,6,104,104,6,3
172846,-,218-33180,-,0,,ON,,SFMTA,4,218332,M,-,,SS,IPS,M5,Grey,,,218,18TH ST,3318,,876000,,-122.41802299929999,37.761971601199996,,,,,334,334-1,R-3,,,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.418022999 37.761971601),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
168369,-,472-28050,-,0,,ON,,SFMTA,6,472281,M,-,,SS,IPS,M5,Grey,,,472,HYDE ST,2805,,7152000,,-122.4206737985,37.806828602100005,,,,,201,201-51,F-1,,,Fishermans Wharf,Fishermans Wharf,POINT (-122.420673798 37.806828602),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Russian Hill,2,32,98,98,6,6
173745,-,415-18150,-,0,,ON,,SFMTA,5,415181,M,-,,SS,MacKay,mkBeacon,Grey,,,415,FILLMORE ST,1815,,5549000,,-122.4334281997,37.7865259004,,,,,101,101-51,C-4,,,Fillmore Hills: 2400 -1700,Fillimore: 2400 -1700 Califronia,POINT (-122.4334282 37.7865259),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Pacific Heights,5,30,103,103,4,11
169989,-,373-03670,373-03009,67,,ON,,SFMTA,2,373033,M,-,,MS,MacKay,Tango,Black,,,373,CHANNEL ST,367,,3891000,,-122.3998611066,37.7688784585,,,,,M-432,M432-1,P-1,,,Channel St: 300,Channel St: 300,POINT (-122.399861107 37.768878458),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,33,33,1,9
166908,-,202-05850,-,0,,ON,,SFMTA,2,202051,U,UC,,SS,IPS,M5,Grey,,,202,02ND ST,585,,146000,,-122.3921594021,37.7820349996,,,,,,,M-3,,,,,POINT (-122.392159402 37.782035),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,31,31,1,10
163706,-,211-03260,-,0,,ON,,SFMTA,14,211032,T,UX,,SS,IPS,M5,Grey,,,211,11TH ST,326,,515000,,-122.4133476694,37.7712052312,,,,,408,408-2,N-1,,,9th St: Unit - 300 10th St,9th St Unit-300,POINT (-122.413347669 37.771205231),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,6,20,32,32,1,10
165072,-,336-14130,-,0,,ON,,SFMTA,15,336141,M,-,,SS,IPS,M5,Grey,,,336,BUSH ST,1413,,3444000,,-122.4207577014,37.7885736999,,,,,114,114-1,D-1,,,Bush: 1100 - 1500,Bush: 1100-1500,POINT (-122.420757701 37.7885737),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Nob Hill,3,21,50,50,4,3
164566,-,470-04330,-,0,,ON,,SFMTA,1,470041,M,-,,SS,MacKay,mkBeacon,Black,,,470,HOWARD ST,433,,7032000,,-122.3957791242,37.7886075512,,,,,404,404-1,M-1,,,Howard St: Unit - 600 Bryan St,Howard Unit-600,POINT (-122.395779124 37.788607551),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,32,32,1,10
171486,-,224-31530,-,0,,ON,,SFMTA,29,224311,M,-,,SS,MacKay,mkBeacon,Black,,,224,24TH ST,3153,,1341000,,-122.4153096928,37.7523660371,,,,,303,303-1,R-4,,,24 St (Lower): 2700 - 3300,24th St Lower,POINT (-122.415309693 37.752366037),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission,9,20,53,53,3,2
166715,-,108-02990,-,0,,ON,,SFMTA,9,108021,M,UV,,SS,IPS,M5,Grey,,,108,08TH AVE,299,,388000,,-122.4666410999,37.7829548017,,,,,125,125-2,B-2,,,Clement St: Unit - 1100,Clement,POINT (-122.4666411 37.782954802),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Inner Richmond,1,11,5,5,8,4
169029,-,352-04310,-,0,,ON,,SFMTA,16,352041,M,UV,,SS,IPS,M5,Yellow,,,352,CASTRO ST,431,,3790000,,-122.434955701,37.7615172014,,,,,DPT MOS,DPT MOS,R-1,,,,,POINT (-122.434955701 37.761517201),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Castro/Upper Market,8,5,38,38,3,5
164743,-,368-01060,-,0,,ON,,SFMTA,13,368012,M,-,,SS,IPS,M5,Grey,,,368,CYRIL MAGNIN ST,106,,4571000,,-122.4087022,37.7856981986,,,,,212,212-8,J-1,,,Jones St: Unit - 800,Cyril Magnin: Unit - 100,POINT (-122.4087022 37.785698199),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,3,36,19,19,5,3
172447,-,207-02620,-,0,,ON,,SFMTA,14,207022,M,-,,SS,IPS,M5,Grey,,,207,07TH ST,262,,371000,,-122.4080720988,37.7768107996,,,,,DPT MOS,DPT MOS,N-3,,,,,POINT (-122.408072099 37.7768108),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
162773,-,422-01010,-,0,,ON,,SFMTA,1,422011,M,-,,SS,IPS,M5,Red,,,422,FRONT ST,101,,5868000,,-122.3986877982,37.792500398,,,,,214,214-1,I-1,,,Front St: Unit - 300,Front: Unit - 300,POINT (-122.398687798 37.792500398),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,108,108,6,3
166274,-,494-00040,-,0,,ON,,SFMTA,35,494002,M,-,,SS,IPS,M5,Grey,,,494,ITALY AVE,4,,7340000,,-122.43945582410001,37.7183984603,,,,,316,316-3,O-2,,,Mission St: 4300 - 5300,Mission 4800-5100,POINT (-122.439455824 37.71839846),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Excelsior,11,7,90,90,9,1
163133,-,600-03100,-,0,,ON,,SFMTA,12,600032,M,-,,SS,IPS,M5,Yellow,,,600,PACIFIC AVE,310,,10119000,,-122.4012890364,37.797646037599996,,,,,DPT MOS,DPT MOS,G-2,,,,,POINT (-122.401289036 37.797646038),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,3,8,106,106,6,3
163064,-,474-01200,-,0,,ON,,SFMTA,42,474012,M,-,,SS,MacKay,mkBeacon,Grey,,,474,HENRY ADAMS ST,120,,6884000,,-122.4039132486,37.7679451279,,,,,433,433-2,S-1,,,ShowPlace Square,Showplace Square,POINT (-122.403913249 37.767945128),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,33,33,1,9
170561,-,203-01240,-,0,,ON,,SFMTA,1,203012,M,-,,SS,IPS,M5,Grey,,,203,03RD ST,124,,167000,,-122.4014538989,37.7856657998,,,,,DPT MOS,DPT MOS,M-2,,,,,POINT (-122.401453899 37.7856658),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,32,32,1,10
171523,-,442-06070,-,0,,ON,,SFMTA,3,442061,M,-,,SS,IPS,M5,Grey,,,442,GOLDEN GATE AVE,607,,6266000,,-122.4208469016,37.780911198700004,,,,,417,417-1,J-3,,,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,POINT (-122.420846902 37.780911199),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Western Addition,5,39,21,21,4,11
168365,-,207-03060,-,0,,ON,,SFMTA,14,207032,M,-,,SS,IPS,M5,Grey,,,207,07TH ST,304,,372000,,-122.4077374089,37.7765451436,,,,,DPT MOS,DPT MOS,N-3,,,,,POINT (-122.407737409 37.776545144),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
169617,-,462-04300,-,0,,ON,,SFMTA,39,462042,M,UY,,SS,IPS,M5,Yellow,,,462,HAIGHT ST,430,,6607000,,-122.4299981014,37.772225898600006,,,,,136,136-1,C-3,,,Haight St: 400 - 500,Haight (Inner),POINT (-122.429998101 37.772225899),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Hayes Valley,5,9,26,26,4,11
172188,-,658-00032,658-00032,0,,ON,,SFMTA,1,658002,P,,,MS,MacKay,Tango,Yellow,,,658,SPEAR ST,3,,12044000,,-122.39457689940001,37.7928492975,,,,,M-405,M405-5,M-1,,,Folsom St: Main St: Spear St:,Spear St: Unit,POINT (-122.394576899 37.792849297),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Financial District/South Beach,6,8,108,108,6,10
169776,-,686-09040,-,0,,ON,,SFMTA,3,686092,M,-,,SS,IPS,M5,Grey,,,686,TURK ST,904,,12726000,,-122.424168705,37.7815658938,,,,,416,416-2,J-3,,,Turk St: 100 - 900,Turk Unit-700,POINT (-122.424168705 37.781565894),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Western Addition,5,39,100,100,4,11
172581,-,205-03380,-,0,,ON,,SFMTA,2,205032,U,UC,,SS,IPS,M5,Yellow,,,205,05TH ST,338,,300003,,-122.4025895015,37.7795042013,,,,,,,N-4,,,,,POINT (-122.402589502 37.779504201),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,South of Market,6,34,32,32,1,10
164411,-,593-02100,-,0,,ON,,SFMTA,13,593022,M,-,,SS,IPS,M5,Yellow,,,593,O'FARRELL ST,210,,9723000,,-122.4082760822,37.7864456574,,,,,211,211-3,I-3,,,Post St: Unit-600 Geary St,Ofarrell: Unit - 400,POINT (-122.408276082 37.786445657),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,3,36,19,19,5,3
165388,-,442-02220,-,0,,ON,,SFMTA,13,442022,M,-,,SS,IPS,M5,Grey,,,442,GOLDEN GATE AVE,222,,6261000,,-122.41444930669999,37.781856509600004,,,,,417,417-2,J-3,,,Golden Gate Ave: Unit - 700,Golden Gate Unit-700,POINT (-122.414449307 37.78185651),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Tenderloin,5,36,20,20,5,10
163249,-,552-07160,-,0,,ON,,SFMTA,2,552072,M,-,,SS,IPS,M5,Grey,,,552,LONG BRIDGE ST,716,,15003000,,-122.3938953259,37.7717000311,,,,,432,432-51,P-1,,,4th St: 1200-1700 China Basin,MISSION BAY,POINT (-122.393895326 37.771700031),04/29/2024 05:01:40 PM,12/03/2024 02:47:03 PM,Mission Bay,6,4,34,34,1,10
