collision_id,unique_id,case_id_pkey,collision_date,collision_time,accident_year,month,day_of_week,time_cat,hour_of_day,time_of_day,season,location_id,weather_id,road_id,party_id,severity_id
36843,44595,160700057.0,2016 August 29,13:46:00,2016,August,Monday,10:01 am to 2:00 pm,13,Afternoon,Summer,6524,2,2,57622,2
36844,29807,3748547.0,2008 May 03,23:20:00,2008,May,Saturday,10:01 pm to 2:00 am,23,Night,Spring,1241,2,3,57659,14
36845,24470,160406631.0,2016 May 18,12:01:00,2016,May,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Spring,23822,2,1,57590,1
36846,36507,5689847.0,2012 April 20,23:40:00,2012,April,Friday,10:01 pm to 2:00 am,23,Night,Spring,23823,2,115,57524,2
36847,57506,220125315.0,2022 February 24,10:00:00,2022,February,Thursday,6:01 am to 10:00 am,10,Morning,Winter,2256,2,1,57660,1
36848,49408,190727764.0,2019 September 28,13:08:00,2019,September,Saturday,10:01 am to 2:00 pm,13,Afternoon,Fall,4388,2,1,57659,3
36849,58043,220340284.0,2022 May 24,18:10:00,2022,May,Tuesday,6:01 pm to 10:00 pm,18,Evening,Spring,23824,2,1,57659,1
36850,47783,190542142.0,2019 July 26,08:20:00,2019,July,Friday,6:01 am to 10:00 am,8,Morning,Summer,706,2,1,57622,17
36851,56338,210468040.0,2021 July 24,12:28:00,2021,July,Saturday,10:01 am to 2:00 pm,12,Afternoon,Summer,23825,2,2,57654,2
36852,24783,160336210.0,2016 April 24,13:08:00,2016,April,Sunday,10:01 am to 2:00 pm,13,Afternoon,Spring,4771,2,1,57659,2
36853,26459,3740032.0,2008 May 18,20:17:00,2008,May,Sunday,6:01 pm to 10:00 pm,20,Evening,Spring,2521,2,3,57659,20
36854,56622,210825274.0,2021 December 14,10:31:00,2021,December,Tuesday,10:01 am to 2:00 pm,10,Morning,Winter,23826,2,1,57649,2
36855,53586,200571261.0,2020 September 22,11:49:00,2020,September,Tuesday,10:01 am to 2:00 pm,11,Morning,Fall,18170,2,2,57614,2
36856,50392,190906532.0,2019 December 02,01:00:00,2019,December,Monday,10:01 pm to 2:00 am,1,Night,Winter,22296,4,7,57622,4
36857,24816,170306720.0,2017 April 14,14:40:00,2017,April,Friday,2:01 pm to 6:00 pm,14,Afternoon,Spring,23827,2,1,57658,1
36858,55961,210624537.0,2021 September 26,02:10:00,2021,September,Sunday,2:01 am to 6:00 am,2,Night,Fall,19715,2,3,57585,11
36859,389,2457397.0,2006 January 11,22:50:00,2006,January,Wednesday,10:01 pm to 2:00 am,22,Night,Winter,23828,2,12,57659,1
36860,57000,210849456.0,2021 December 24,06:05:00,2021,December,Friday,6:01 am to 10:00 am,6,Morning,Winter,23829,4,302,57658,8
36861,86360,240529270.0,2024 August 21,09:00:00,2024,August,Wednesday,6:01 am to 10:00 am,9,Morning,Summer,23830,6,22,57581,1
36862,57724,220201551.0,2022 March 27,21:13:00,2022,March,Sunday,6:01 pm to 10:00 pm,21,Night,Spring,23831,4,17,56363,1
36863,86054,240419449.0,2024 July 05,16:58:00,2024,July,Friday,2:01 pm to 6:00 pm,16,Afternoon,Summer,1201,2,1,57659,25
36864,26768,140487504.0,2014 June 12,08:29:00,2014,June,Thursday,6:01 am to 10:00 am,8,Morning,Summer,23832,2,1,57655,1
36865,54018,200643898.0,2020 October 25,11:03:00,2020,October,Sunday,10:01 am to 2:00 pm,11,Morning,Fall,23752,2,2,57137,1
36866,36446,170526821.0,2017 June 28,12:55:00,2017,June,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Summer,23833,2,2,57654,2
36867,52666,200178704.0,2020 March 10,18:26:00,2020,March,Tuesday,6:01 pm to 10:00 pm,18,Evening,Spring,23834,2,2,57658,2
36868,7416,3747578.0,2008 April 06,19:32:00,2008,April,Sunday,6:01 pm to 10:00 pm,19,Evening,Spring,23835,2,33,57495,2
36869,55299,210379328.0,2021 June 17,21:08:00,2021,June,Thursday,6:01 pm to 10:00 pm,21,Night,Summer,23836,2,3,57649,4
36870,54250,200709321.0,2020 November 23,23:51:00,2020,November,Monday,10:01 pm to 2:00 am,23,Night,Fall,23837,2,3,57621,4
36871,42706,150406312.0,2015 May 10,02:35:00,2015,May,Sunday,2:01 am to 6:00 am,2,Night,Spring,23838,2,12,57607,2
36872,54103,200664418.0,2020 November 03,17:49:00,2020,November,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,20194,2,3,57564,17
36873,58911,220638697.0,2022 September 18,23:14:00,2022,September,Sunday,10:01 pm to 2:00 am,23,Night,Fall,23839,4,7,57654,1
36874,15905,2637941.0,2006 February 11,22:10:00,2006,February,Saturday,10:01 pm to 2:00 am,22,Night,Winter,23840,2,12,53253,2
36875,5571,3742347.0,2008 May 15,15:58:00,2008,May,Thursday,2:01 pm to 6:00 pm,15,Afternoon,Spring,6311,2,2,57659,14
36876,23165,140874531.0,2014 October 16,07:00:00,2014,October,Thursday,6:01 am to 10:00 am,7,Morning,Fall,2211,2,3,57649,1
36877,35625,170891420.0,2017 October 31,23:08:00,2017,October,Tuesday,10:01 pm to 2:00 am,23,Night,Fall,9010,2,3,57660,12
36878,7713,3716542.0,2008 February 20,11:16:00,2008,February,Wednesday,10:01 am to 2:00 pm,11,Morning,Winter,4135,11,1,57659,11
36879,22063,3729282.0,2008 April 27,13:07:00,2008,April,Sunday,10:01 am to 2:00 pm,13,Afternoon,Spring,790,2,1,57659,8
36880,55086,210398061.0,2021 June 25,14:22:00,2021,June,Friday,2:01 pm to 6:00 pm,14,Afternoon,Summer,4724,2,1,57659,17
36881,57427,220100925.0,2022 February 13,20:49:00,2022,February,Sunday,6:01 pm to 10:00 pm,20,Evening,Winter,23841,2,3,57649,1
36882,49410,190942003.0,2019 December 15,11:56:00,2019,December,Sunday,10:01 am to 2:00 pm,11,Morning,Winter,23842,2,1,57406,2
36883,50669,190900772.0,2019 November 29,10:30:00,2019,November,Friday,10:01 am to 2:00 pm,10,Morning,Fall,23843,1,16,57659,1
36884,56193,210438350.0,2021 July 12,04:00:00,2021,July,Monday,2:01 am to 6:00 am,4,Night,Summer,23844,9,13,57658,1
36885,40274,3724683.0,2008 March 02,16:35:00,2008,March,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Spring,23845,2,1,57658,1
36886,37482,3538723.0,2007 December 09,01:10:00,2007,December,Sunday,10:01 pm to 2:00 am,1,Night,Winter,1409,2,3,56707,4
36887,34868,2415102.0,2005 November 22,22:15:00,2005,November,Tuesday,10:01 pm to 2:00 am,22,Night,Fall,23846,2,12,57660,1
36888,85017,240161593.0,2024 March 12,22:06:00,2024,March,Tuesday,10:01 pm to 2:00 am,22,Night,Spring,20801,2,3,57659,4
36889,24466,140981392.0,2014 November 19,17:35:00,2014,November,Wednesday,2:01 pm to 6:00 pm,17,Evening,Fall,23847,4,13,57649,1
36890,3852,3733887.0,2008 April 18,14:15:00,2008,April,Friday,2:01 pm to 6:00 pm,14,Afternoon,Spring,573,2,1,57659,8
36891,52364,200136815.0,2020 February 23,14:30:00,2020,February,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Winter,18375,2,27,57522,2
36892,38976,2639300.0,2006 April 01,00:44:00,2006,April,Saturday,10:01 pm to 2:00 am,0,Night,Spring,23848,2,12,57496,1
36893,55197,210301553.0,2021 May 16,22:55:00,2021,May,Sunday,10:01 pm to 2:00 am,22,Night,Spring,7490,2,3,57659,8
36894,56562,210784880.0,2021 November 28,13:15:00,2021,November,Sunday,10:01 am to 2:00 pm,13,Afternoon,Fall,23849,2,2,57566,2
36895,57940,220283468.0,2022 May 01,02:31:00,2022,May,Sunday,2:01 am to 6:00 am,2,Night,Spring,3904,2,3,57660,1
36896,58376,220285793.0,2022 May 02,08:00:00,2022,May,Monday,6:01 am to 10:00 am,8,Morning,Spring,23850,1,1,57621,2
36897,16815,3400046.0,2007 October 05,22:36:00,2007,October,Friday,10:01 pm to 2:00 am,22,Night,Fall,23851,2,3,57561,1
36898,57537,220143470.0,2022 March 03,17:24:00,2022,March,Thursday,2:01 pm to 6:00 pm,17,Evening,Spring,23852,2,1,57649,2
36899,40597,131027543.0,2013 December 05,21:15:00,2013,December,Thursday,6:01 pm to 10:00 pm,21,Night,Winter,7630,2,3,57649,1
36900,37540,141028343.0,2014 December 06,14:53:00,2014,December,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,2793,2,1,57603,8
36901,10204,3749222.0,2008 May 24,13:18:00,2008,May,Saturday,10:01 am to 2:00 pm,13,Afternoon,Spring,1275,1,1,57659,2
36902,86614,240597396.0,2024 September 22,22:12:00,2024,September,Sunday,10:01 pm to 2:00 am,22,Night,Fall,3372,2,12,57659,1
36903,58047,220344270.0,2022 May 26,11:07:00,2022,May,Thursday,10:01 am to 2:00 pm,11,Morning,Spring,23853,2,1,57313,1
36904,4104,170132155.0,2017 February 15,17:30:00,2017,February,Wednesday,2:01 pm to 6:00 pm,17,Evening,Winter,4015,2,1,57649,1
36905,27656,140580421.0,2014 July 13,00:37:00,2014,July,Sunday,10:01 pm to 2:00 am,0,Night,Summer,6930,2,3,57553,3
36906,36582,3726580.0,2008 April 22,11:10:00,2008,April,Tuesday,10:01 am to 2:00 pm,11,Morning,Spring,23854,1,2,56363,2
36907,4378,170175525.0,2017 March 02,17:08:00,2017,March,Thursday,2:01 pm to 6:00 pm,17,Evening,Spring,203,2,1,57237,8
36908,38136,170480960.0,2017 June 13,00:06:00,2017,June,Tuesday,10:01 pm to 2:00 am,0,Night,Summer,23855,2,12,57532,1
36909,49879,190971676.0,2019 December 27,13:12:00,2019,December,Friday,10:01 am to 2:00 pm,13,Afternoon,Winter,12695,2,1,57649,2
36910,44926,130431276.0,2013 May 25,16:49:00,2013,May,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Spring,23856,2,9,57659,1
36911,11900,5377814.0,2011 October 12,10:05:00,2011,October,Wednesday,10:01 am to 2:00 pm,10,Morning,Fall,1026,2,1,57463,1
36912,55051,210373308.0,2021 June 15,16:43:00,2021,June,Tuesday,2:01 pm to 6:00 pm,16,Afternoon,Summer,1686,2,1,57659,1
36913,52313,200129343.0,2020 February 20,16:30:00,2020,February,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Winter,23857,2,1,57658,1
36914,54888,210189650.0,2021 March 26,20:14:00,2021,March,Friday,6:01 pm to 10:00 pm,20,Evening,Spring,3918,11,21,56779,2
36915,56554,210768549.0,2021 November 21,14:08:00,2021,November,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Fall,23858,2,2,57581,4
36916,58196,220421420.0,2022 June 27,12:06:00,2022,June,Monday,10:01 am to 2:00 pm,12,Afternoon,Summer,23859,2,22,57572,4
36917,53354,200472249.0,2020 August 07,09:30:00,2020,August,Friday,6:01 am to 10:00 am,9,Morning,Summer,553,2,1,57659,8
36918,53438,200510504.0,2020 August 24,20:22:00,2020,August,Monday,6:01 pm to 10:00 pm,20,Evening,Summer,23860,2,92,56815,2
36919,13814,2775863.0,2006 August 18,23:36:00,2006,August,Friday,10:01 pm to 2:00 am,23,Night,Summer,23861,2,12,57653,2
36920,18077,3767430.0,2008 May 16,17:30:00,2008,May,Friday,2:01 pm to 6:00 pm,17,Evening,Spring,1452,2,2,57454,1
36921,44634,150945138.0,2015 October 29,11:40:00,2015,October,Thursday,10:01 am to 2:00 pm,11,Morning,Fall,23862,2,1,57649,4
36922,58460,220334118.0,2022 May 22,05:12:00,2022,May,Sunday,2:01 am to 6:00 am,5,Morning,Spring,17790,2,3,57658,14
36923,41846,2023913.0,2005 May 13,00:27:00,2005,May,Friday,10:01 pm to 2:00 am,0,Night,Spring,5787,2,12,56911,1
36924,5857,180889283.0,2018 November 24,16:00:00,2018,November,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Fall,23863,2,4,57475,1
36925,50436,190950664.0,2019 December 18,19:00:00,2019,December,Wednesday,6:01 pm to 10:00 pm,19,Evening,Winter,23864,4,7,57649,1
36926,58404,220312794.0,2022 May 13,12:57:00,2022,May,Friday,10:01 am to 2:00 pm,12,Afternoon,Spring,23865,2,8,57546,1
36927,58858,220584705.0,2022 August 29,18:09:00,2022,August,Monday,6:01 pm to 10:00 pm,18,Evening,Summer,727,2,33,57659,8
36928,53928,200619996.0,2020 October 14,15:20:00,2020,October,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,11395,2,1,57622,2
36929,26518,3717090.0,2008 February 08,08:44:00,2008,February,Friday,6:01 am to 10:00 am,8,Morning,Winter,23866,11,1,57123,1
36930,11660,3123936.0,2007 March 11,23:33:00,2007,March,Sunday,10:01 pm to 2:00 am,23,Night,Spring,5066,2,3,57659,1
36931,37425,130918597.0,2013 October 29,15:49:00,2013,October,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Fall,23867,2,1,57590,1
36932,49908,190786209.0,2019 October 18,16:27:00,2019,October,Friday,2:01 pm to 6:00 pm,16,Afternoon,Fall,23868,2,2,57659,8
36933,57634,220180068.0,2022 March 18,20:27:00,2022,March,Friday,6:01 pm to 10:00 pm,20,Evening,Spring,23869,2,12,57576,2
36934,52850,200265743.0,2020 April 28,19:40:00,2020,April,Tuesday,6:01 pm to 10:00 pm,19,Evening,Spring,23870,2,15,57660,1
36935,37453,160718000.0,2016 September 02,15:30:00,2016,September,Friday,2:01 pm to 6:00 pm,15,Afternoon,Fall,7198,2,1,57658,14
36936,17884,2340051.0,2005 October 08,22:50:00,2005,October,Saturday,10:01 pm to 2:00 am,22,Night,Fall,940,2,3,57603,11
36937,54244,200704757.0,2020 November 21,21:23:00,2020,November,Saturday,6:01 pm to 10:00 pm,21,Night,Fall,7281,2,3,57607,1
36938,78142,200123828.0,2020 February 18,17:18:00,2020,February,Tuesday,2:01 pm to 6:00 pm,17,Evening,Winter,19741,2,1,57625,1
36939,45311,140763843.0,2014 September 10,16:55:00,2014,September,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Fall,23871,2,1,57621,1
36940,84900,240122288.0,2024 February 24,16:11:00,2024,February,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Winter,386,2,1,57490,1
36941,16668,3709569.0,2008 February 07,14:14:00,2008,February,Thursday,2:01 pm to 6:00 pm,14,Afternoon,Winter,23872,2,2,50053,1
36942,39651,1982508.0,2005 February 12,00:38:00,2005,February,Saturday,10:01 pm to 2:00 am,0,Night,Winter,23873,2,12,56363,2
36943,24441,3730169.0,2008 March 21,08:00:00,2008,March,Friday,6:01 am to 10:00 am,8,Morning,Spring,2099,2,1,57649,4
36944,34296,3770314.0,2008 June 03,09:37:00,2008,June,Tuesday,6:01 am to 10:00 am,9,Morning,Summer,23874,2,2,57658,14
36945,56372,210416453.0,2021 July 02,23:28:00,2021,July,Friday,10:01 pm to 2:00 am,23,Night,Summer,23875,2,12,57576,2
36946,33635,170208530.0,2017 March 13,22:36:00,2017,March,Monday,10:01 pm to 2:00 am,22,Night,Spring,23876,2,12,56666,4
36947,58401,220317380.0,2022 May 15,13:36:00,2022,May,Sunday,10:01 am to 2:00 pm,13,Afternoon,Spring,23877,2,1,57659,1
36948,58210,220352778.0,2022 May 30,00:48:00,2022,May,Monday,10:01 pm to 2:00 am,0,Night,Spring,2335,2,12,57660,13
36949,26190,130531058.0,2013 June 28,15:00:00,2013,June,Friday,2:01 pm to 6:00 pm,15,Afternoon,Summer,23878,2,2,57649,1
36950,26760,170250462.0,2017 March 27,11:00:00,2017,March,Monday,10:01 am to 2:00 pm,11,Morning,Spring,23879,2,2,57658,1
36951,13490,150817082.0,2015 September 17,16:32:00,2015,September,Thursday,2:01 pm to 6:00 pm,16,Afternoon,Fall,2293,2,47,57581,2
36952,59090,220549232.0,2022 August 16,10:16:00,2022,August,Tuesday,10:01 am to 2:00 pm,10,Morning,Summer,23880,2,24,57660,1
36953,53384,200482317.0,2020 August 11,18:22:00,2020,August,Tuesday,6:01 pm to 10:00 pm,18,Evening,Summer,5111,2,1,57655,1
36954,38344,3738880.0,2008 April 12,21:19:00,2008,April,Saturday,6:01 pm to 10:00 pm,21,Night,Spring,580,2,3,57621,2
36955,47471,190417404.0,2019 June 10,14:34:00,2019,June,Monday,2:01 pm to 6:00 pm,14,Afternoon,Summer,23881,2,2,56666,2
36956,53295,200447270.0,2020 July 26,17:01:00,2020,July,Sunday,2:01 pm to 6:00 pm,17,Evening,Summer,2158,2,1,57660,1
36957,10884,3719178.0,2008 January 31,00:35:00,2008,January,Thursday,10:01 pm to 2:00 am,0,Night,Winter,6451,1,3,57660,1
36958,52434,200177063.0,2020 March 10,07:00:00,2020,March,Tuesday,6:01 am to 10:00 am,7,Morning,Spring,23882,2,2,49233,2
36959,87095,240699306.0,2024 November 07,18:16:00,2024,November,Thursday,6:01 pm to 10:00 pm,18,Evening,Fall,23883,2,12,57622,2
36960,30444,2226568.0,2005 May 29,23:47:00,2005,May,Sunday,10:01 pm to 2:00 am,23,Night,Spring,2184,1,3,57659,8
36961,58421,220347927.0,2022 May 27,15:30:00,2022,May,Friday,2:01 pm to 6:00 pm,15,Afternoon,Spring,23884,2,2,56679,1
36962,37889,140038840.0,2014 January 14,13:44:00,2014,January,Tuesday,10:01 am to 2:00 pm,13,Afternoon,Winter,23885,2,2,57658,1
36963,84800,240043509.0,2024 January 20,13:27:00,2024,January,Saturday,10:01 am to 2:00 pm,13,Afternoon,Winter,1039,7,16,57659,1
36964,54937,210140925.0,2021 March 03,21:04:00,2021,March,Wednesday,6:01 pm to 10:00 pm,21,Night,Spring,23886,2,145,53253,1
36965,56563,210785678.0,2021 November 28,19:30:00,2021,November,Sunday,6:01 pm to 10:00 pm,19,Evening,Fall,2587,2,3,57659,1
36966,55871,210576449.0,2021 September 07,10:12:00,2021,September,Tuesday,10:01 am to 2:00 pm,10,Morning,Fall,23887,2,2,57658,3
36967,49383,190922221.0,2019 December 07,15:36:00,2019,December,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Winter,23888,7,16,57658,1
36968,30287,141040303.0,2014 December 10,16:16:00,2014,December,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Winter,6158,4,16,57581,1
36969,56646,210742838.0,2021 November 11,13:29:00,2021,November,Thursday,10:01 am to 2:00 pm,13,Afternoon,Fall,3978,2,1,57490,2
36970,55446,210275243.0,2021 May 05,14:50:00,2021,May,Wednesday,2:01 pm to 6:00 pm,14,Afternoon,Spring,23889,2,1,57636,3
36971,54434,200775548.0,2020 December 24,18:00:00,2020,December,Thursday,2:01 pm to 6:00 pm,18,Evening,Winter,22807,2,12,57525,1
36972,58083,220372970.0,2022 June 07,14:10:00,2022,June,Tuesday,2:01 pm to 6:00 pm,14,Afternoon,Summer,23890,2,2,57607,1
36973,54139,200674304.0,2020 November 08,03:53:00,2020,November,Sunday,2:01 am to 6:00 am,3,Night,Fall,23891,2,3,57607,1
36974,6026,180430977.0,2018 June 10,15:12:00,2018,June,Sunday,2:01 pm to 6:00 pm,15,Afternoon,Summer,12876,2,1,57603,8
36975,27077,5410315.0,2011 October 06,12:50:00,2011,October,Thursday,10:01 am to 2:00 pm,12,Afternoon,Fall,23892,4,16,57569,3
36976,18620,2457497.0,2006 January 14,01:55:00,2006,January,Saturday,10:01 pm to 2:00 am,1,Night,Winter,23893,4,13,57622,4
36977,57444,220088638.0,2022 February 08,18:30:00,2022,February,Tuesday,6:01 pm to 10:00 pm,18,Evening,Winter,23894,2,3,57607,1
36978,21072,2637935.0,2006 April 15,01:36:00,2006,April,Saturday,10:01 pm to 2:00 am,1,Night,Spring,23895,1,3,57607,3
36979,58246,220235839.0,2022 April 10,21:50:00,2022,April,Sunday,6:01 pm to 10:00 pm,21,Night,Spring,23896,3,14,57649,1
36980,55827,210556059.0,2021 August 30,10:17:00,2021,August,Monday,10:01 am to 2:00 pm,10,Morning,Summer,22672,1,1,57659,14
36981,13137,130981378.0,2013 November 19,17:14:00,2013,November,Tuesday,2:01 pm to 6:00 pm,17,Evening,Fall,23897,4,13,57659,2
36982,14158,3728642.0,2008 April 24,21:02:00,2008,April,Thursday,6:01 pm to 10:00 pm,21,Night,Spring,514,2,3,57660,2
36983,54968,210192528.0,2021 March 28,05:33:00,2021,March,Sunday,2:01 am to 6:00 am,5,Morning,Spring,23898,2,3,57576,2
36984,87514,240796269.0,2024 December 29,00:25:00,2024,December,Sunday,10:01 pm to 2:00 am,0,Night,Winter,3391,2,3,57603,1
36985,59050,220524234.0,2022 August 07,16:43:00,2022,August,Sunday,2:01 pm to 6:00 pm,16,Afternoon,Summer,23899,2,1,57659,1
36986,39585,3697981.0,2008 March 13,21:35:00,2008,March,Thursday,6:01 pm to 10:00 pm,21,Night,Spring,23900,4,13,57622,6
36987,54924,210076295.0,2021 February 03,09:15:00,2021,February,Wednesday,6:01 am to 10:00 am,9,Morning,Winter,20009,2,1,57660,1
36988,34547,3727080.0,2008 March 29,23:05:00,2008,March,Saturday,10:01 pm to 2:00 am,23,Night,Spring,7112,2,3,57659,1
36989,85195,240181739.0,2024 March 21,18:06:00,2024,March,Thursday,6:01 pm to 10:00 pm,18,Evening,Spring,2953,54,1,57649,2
36990,53280,200438768.0,2020 July 22,12:35:00,2020,July,Wednesday,10:01 am to 2:00 pm,12,Afternoon,Summer,23901,2,1,57636,8
36991,57367,220064597.0,2022 January 29,14:45:00,2022,January,Saturday,2:01 pm to 6:00 pm,14,Afternoon,Winter,20278,2,2,57564,2
36992,41078,2232010.0,2005 June 01,22:11:00,2005,June,Wednesday,10:01 pm to 2:00 am,22,Night,Summer,23902,2,3,57622,2
36993,55931,210606450.0,2021 September 19,23:21:00,2021,September,Sunday,10:01 pm to 2:00 am,23,Night,Fall,21685,55,91,57569,1
36994,78162,200025177.0,2020 January 10,18:00:00,2020,January,Friday,2:01 pm to 6:00 pm,18,Evening,Winter,20740,2,3,57649,1
36995,53664,200508377.0,2020 August 23,22:38:00,2020,August,Sunday,10:01 pm to 2:00 am,22,Night,Summer,1435,2,3,57649,4
36996,55656,210393243.0,2021 June 23,15:05:00,2021,June,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Summer,1222,2,1,57660,3
36997,52759,200133980.0,2020 February 22,10:30:00,2020,February,Saturday,10:01 am to 2:00 pm,10,Morning,Winter,23903,2,40,57237,1
36998,59116,220563050.0,2022 August 21,14:44:00,2022,August,Sunday,2:01 pm to 6:00 pm,14,Afternoon,Summer,23904,2,1,57649,21
36999,59163,220597946.0,2022 September 03,16:58:00,2022,September,Saturday,2:01 pm to 6:00 pm,16,Afternoon,Fall,4983,2,1,57659,17
37000,27138,130545601.0,2013 July 03,09:30:00,2013,July,Wednesday,6:01 am to 10:00 am,9,Morning,Summer,23905,8,2,57649,1
37001,56353,210478419.0,2021 July 28,17:08:00,2021,July,Wednesday,2:01 pm to 6:00 pm,17,Evening,Summer,23906,2,11,56835,4
37002,21294,3717050.0,2008 February 09,18:25:00,2008,February,Saturday,6:01 pm to 10:00 pm,18,Evening,Winter,23907,3,3,57658,1
37003,57106,210852829.0,2021 December 26,08:33:00,2021,December,Sunday,6:01 am to 10:00 am,8,Morning,Winter,23908,7,16,47549,2
37004,50385,190898810.0,2019 November 28,02:24:00,2019,November,Thursday,2:01 am to 6:00 am,2,Night,Fall,487,4,91,57659,8
37005,26063,140555913.0,2014 July 05,00:28:00,2014,July,Saturday,10:01 pm to 2:00 am,0,Night,Summer,23909,14,12,57658,1
37006,11295,3749186.0,2008 May 16,22:46:00,2008,May,Friday,10:01 pm to 2:00 am,22,Night,Spring,13,2,3,57621,2
37007,27311,3749130.0,2008 May 14,00:53:00,2008,May,Wednesday,10:01 pm to 2:00 am,0,Night,Spring,10280,2,3,57252,2
37008,56758,210672019.0,2021 October 14,10:00:00,2021,October,Thursday,6:01 am to 10:00 am,10,Morning,Fall,23018,2,47,57649,1
37009,42572,2985208.0,2006 December 14,00:40:00,2006,December,Thursday,10:01 pm to 2:00 am,0,Night,Winter,23910,4,7,57649,1
37010,6128,3765208.0,2008 April 02,15:02:00,2008,April,Wednesday,2:01 pm to 6:00 pm,15,Afternoon,Spring,23911,1,1,57603,17
37011,45189,150930189.0,2015 October 24,15:54:00,2015,October,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Fall,14713,2,1,57659,12
37012,57540,220141678.0,2022 March 03,02:32:00,2022,March,Thursday,2:01 am to 6:00 am,2,Night,Spring,23912,2,3,57659,1
37013,15436,2628830.0,2006 April 28,23:54:00,2006,April,Friday,10:01 pm to 2:00 am,23,Night,Spring,23913,2,3,57658,1
37014,10229,2022675.0,2005 May 08,23:15:00,2005,May,Sunday,10:01 pm to 2:00 am,23,Night,Spring,23914,4,7,57603,8
37015,78330,200050328.0,2020 January 20,20:55:00,2020,January,Monday,6:01 pm to 10:00 pm,20,Evening,Winter,23915,2,32,57584,1
37016,26798,2699990.0,2006 June 11,01:17:00,2006,June,Sunday,10:01 pm to 2:00 am,1,Night,Summer,2012,2,3,57585,1
37017,24891,150351626.0,2015 April 22,16:03:00,2015,April,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Spring,23916,2,2,57622,2
37018,54171,200686252.0,2020 November 13,13:50:00,2020,November,Friday,10:01 am to 2:00 pm,13,Afternoon,Fall,1831,7,16,57659,1
37019,26675,3736372.0,2008 May 12,09:03:00,2008,May,Monday,6:01 am to 10:00 am,9,Morning,Spring,23917,2,2,57390,2
37020,55360,210266349.0,2021 May 01,01:15:00,2021,May,Saturday,10:01 pm to 2:00 am,1,Night,Spring,23918,2,12,57659,3
37021,5860,5780516.0,2012 July 17,09:13:00,2012,July,Tuesday,6:01 am to 10:00 am,9,Morning,Summer,23919,1,2,57621,2
37022,54817,210181264.0,2021 March 23,08:59:00,2021,March,Tuesday,6:01 am to 10:00 am,8,Morning,Spring,5289,2,1,57658,1
37023,20786,2830821.0,2006 September 10,00:50:00,2006,September,Sunday,10:01 pm to 2:00 am,0,Night,Fall,23920,2,3,57622,4
37024,47986,190672642.0,2019 September 09,13:45:00,2019,September,Monday,10:01 am to 2:00 pm,13,Afternoon,Fall,23921,2,2,57649,4
37025,58106,220388002.0,2022 June 13,16:20:00,2022,June,Monday,2:01 pm to 6:00 pm,16,Afternoon,Summer,23922,2,1,57659,1
37026,893,160641978.0,2016 August 09,15:46:00,2016,August,Tuesday,2:01 pm to 6:00 pm,15,Afternoon,Summer,23923,2,1,57659,14
37027,50589,190882813.0,2019 November 21,18:40:00,2019,November,Thursday,6:01 pm to 10:00 pm,18,Evening,Fall,23924,2,3,57659,1
37028,86963,240667513.0,2024 October 23,16:28:00,2024,October,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Fall,23559,2,1,49233,4
37029,37404,170657028.0,2017 August 12,15:47:00,2017,August,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Summer,23925,1,1,57649,1
37030,55193,210298847.0,2021 May 15,15:26:00,2021,May,Saturday,2:01 pm to 6:00 pm,15,Afternoon,Spring,5144,2,1,57659,1
37031,32982,2434621.0,2005 December 18,00:45:00,2005,December,Sunday,10:01 pm to 2:00 am,0,Night,Winter,23926,4,13,57649,2
37032,55413,210389963.0,2021 June 22,12:13:00,2021,June,Tuesday,10:01 am to 2:00 pm,12,Afternoon,Summer,23927,2,1,57621,1
37033,36886,180272945.0,2018 April 12,11:07:00,2018,April,Thursday,10:01 am to 2:00 pm,11,Morning,Spring,23928,2,1,57659,1
37034,57431,220101252.0,2022 February 13,23:16:00,2022,February,Sunday,10:01 pm to 2:00 am,23,Night,Winter,23929,2,3,57659,1
37035,37480,150416872.0,2015 May 13,16:41:00,2015,May,Wednesday,2:01 pm to 6:00 pm,16,Afternoon,Spring,1409,2,1,57659,1
37036,52443,200151647.0,2020 February 29,01:31:00,2020,February,Saturday,10:01 pm to 2:00 am,1,Night,Winter,23930,2,3,57649,1
